asin,product_title,brand,price,discount_percent,rating,review_count,category,product_link,search_term
B0GJV8L9W1,"Wireless Neckband Bluetooth Earphones with ENC, Low Latency up to 50ms, Magnetic Earbuds, Splashproof and Sweatproof, 48 Hours Playtime, in-Line Control, Flexible Body, Black and Red",Wireless,,,1.0,1,Audio,https://www.amazon.in/dp/B0GJV8L9W1,neckband
B0F1DTX731,iFAST Bluetooth 6.0 Wireless Neckband Earphone with Extra Replaceable (Rechargeable) Batteries | HiFi Lossless Sound Quality | Non-Stop Music Playback | Clear Calls with Noise Reduction [Black],iFAST,2499,(50% off),3.6,38,Audio,https://www.amazon.in/dp/B0F1DTX731,neckband
B0GRGPMG36,for OnePlus Z2 ANC Neckband Earphone Bluetooth with Active Noise Cancellation Fast Charging Deep Bass Magnetic Earbuds Noise Isolation Built-in Mic (Green) (Neckband Z2),for,1099,(45% off),,,Audio,https://www.amazon.in/dp/B0GRGPMG36,neckband
B0F4XP719J,"Bluetooth Wireless in-Ear Earphones with Mic | Fast Charging 10 Mins = 20 Hrs Music, 30 Hrs Total Battery, Deep Bass, Lightweight Neckband Headphones (Yellow)",Bluetooth,399,(80% off),4.3,4,Audio,https://www.amazon.in/dp/B0F4XP719J,neckband
B0GQ6DVQYZ,"Original Bluetooth Neckband Z3 Compatible with OnePlus,12.4mm Bass Boost Drivers, Low Latency Mode, Magnetic Auto Connect & Quick Charge Function 4 EQ preset, Dynamic bass Enhancement & BT5.4",Original,995,(50% off),,,Audio,https://www.amazon.in/dp/B0GQ6DVQYZ,neckband
B0BGRWYL82,"ZEBRONICS Yoga N3 with 46 Hours Backup,Bluetooth Wireless Headphones V5.2 Wireless Neckband,Enc Calling,Gaming Mode (Upto 50Ms),Voice Assistant,Dual Pairing,Splash Proof&Type C (Tropical),in Ear",ZEBRONICS,799,(58% off),3.4,108,Audio,https://www.amazon.in/dp/B0BGRWYL82,neckband
B0GPDGPJQF,"Bullets Wireless Z2 in-Ear Neckband with 12.4mm Drivers, 3D Spatial Audio,10 mins Charge for 27 hrs Playback, for Oneplus, Dynamic bass Enhancement & BT5.4(Black)",Bullets,639,(73% off),,,Audio,https://www.amazon.in/dp/B0GPDGPJQF,neckband
B0DKDG3PPK,"Bluetooth Earphones for Motorola Edge 50 Fusion Earphones Original Like Wireless Bluetooth Neckband in-Ear Headphones Headset with Mic, Deep Bass, Sports Earbuds (15 Hours, JO27)",Bluetooth,499,(69% off),5.0,1,Audio,https://www.amazon.in/dp/B0DKDG3PPK,neckband
B0GDQR1LMJ,"Original Neckband for Realme Buds Wireless 5 ANC, Bluetooth 5.3 Headphones with Deep Bass Boost, 45 Hours Battery Life & Clear Voice Mic (Black) Color",Original,999,(50% off),1.0,2,Audio,https://www.amazon.in/dp/B0GDQR1LMJ,neckband
B0GDPD7X9J,Original Pro-Grade Compatible with OnePlus Z3 Wireless Earphones Bass Boosted Edition – Bluetooth Neckband with Mic 12.4mm Drivers IP55 Low Latency Streaming (Black) (L6MT65),Original,999,(50% off),5.0,1,Audio,https://www.amazon.in/dp/B0GDPD7X9J,neckband
B0GPFW1BDT,"Compatible for Nothing Smartphones Wireless Bluetooth (Gray) Neckband Earphones with Active Noise Cancellation, 13.6mm Deep Bass Driver, Up to 37 Hours Playback, HD Mic",Compatible,699,(65% off),,,Audio,https://www.amazon.in/dp/B0GPFW1BDT,neckband
B0GN951Z9J,"Neckband Hearing Aids Bluetooth Hearing Aid for Seniors Rechargeable Hearing Aids Amplifier with Noise Canceling for Watching TV, Music & Calls (B24)",Neckband,2999,(57% off),,,Audio,https://www.amazon.in/dp/B0GN951Z9J,neckband
B0FW5DHH4J,Neckband Pro Bluetooth in-Ear White Button on Off 50Db Hybrid Active Noise Cancelling Earbuds with 4 Hd Mics (Orange),Neckband,1499,(25% off),3.0,1,Audio,https://www.amazon.in/dp/B0FW5DHH4J,neckband
B0GDN37ZH5,Original Classic Fit Compatible with OnePlus Wireless Bullet Z2 Neckband Earphones with Magnetic Tips (Green) (EN6KD54),Original,989,(51% off),4.0,1,Audio,https://www.amazon.in/dp/B0GDN37ZH5,neckband
B0GJS9CK1T,"TRYTO TML 532 Groove Air Neckband, 35 Hours Playtime, Type C Fast Charging, BT V5.2, 10MM Drivers with Copper Rings, Crystal Clear Sound, IPX5 Water & Sweat Resistant (Black)",TRYTO,230,(88% off),3.0,1,Audio,https://www.amazon.in/dp/B0GJS9CK1T,neckband
B0GDTSGRXM,Original Premium Performance Compatible with OnePlus Wireless Bullet Z2 Neckband Earphones – 30H Backup Red (MB6HG65) (MWER98),Original,899,(59% off),,,Audio,https://www.amazon.in/dp/B0GDTSGRXM,neckband
B0GJDNVSZV,"on1plus Compatible Neckband JO25 Bluetooth 5.3 (Red) | 40H Battery Backup, Powerful Deep Bass, Dual Pairing, ENC Noise Cancellation Mic | Fast Charge | Nord CE, 2T, 11RT, 9RT, 12",on1plus,479,(76% off),,,Audio,https://www.amazon.in/dp/B0GJDNVSZV,neckband
B0GMWZM7GR,"Original Bluetooth Neckband for OnePlus Earphones Z2 ANC – Dual Device Connection, 45dB ANC, Fast Type-C Charging & Deep Bass Audio Output (J8-JH4)",Original,999,(55% off),,,Audio,https://www.amazon.in/dp/B0GMWZM7GR,neckband
B0G9RQMRZD,"Z2 Wireless Bluetooth Neckband Compatible with Oneplus Earphones with Microphone, in Ear Design, Active Noise Cancellation, Red",Z2,649,(57% off),,,Audio,https://www.amazon.in/dp/B0G9RQMRZD,neckband
B0B4SS2JDM,B11 Best Wireless Headphones In Ear Neckband with 10 Meter Wireless Headphones Connectivity and Deep Bass Sound Quality-(Black),B11,249,(69% off),1.0,1,Audio,https://www.amazon.in/dp/B0B4SS2JDM,neckband
B0GRGF76PR,for OnePlus Z2 ANC Neckband Buds Bluetooth with Lightweight Comfortable (Neckband Z2),for,1099,(45% off),,,Audio,https://www.amazon.in/dp/B0GRGF76PR,neckband
B0GQBD97DD,"Bluetooth Earphones for Realme 2 Earphones Original Like Wireless Bluetooth Neckband in-Ear Headphones Headset with Mic, Deep Bass, Sports Earbuds (15 Hours, RLMA,1)",Bluetooth,599,(63% off),,,Audio,https://www.amazon.in/dp/B0GQBD97DD,neckband
B0GDDFKHFL,"Original Bluetooth Wireless in Ear Neckband Compatible with OnePlus Bullets Z2 with Mic, Bombastic Bass, 20 Hrs Music with 28 Hrs Life (Blue) Color",Original,1299,(48% off),,,Audio,https://www.amazon.in/dp/B0GDDFKHFL,neckband
B0FJ2692F6,"pTron Tangent Buzz w/ 50Hrs Playtime, Pristine Sound, Dual-Device Pairing, Bluetooth 5.4 Wireless in-Ear Earphones with Mic, Hall Switch Function, Voice Assistant, Type-C Fast Charging & IPX5 (Blue)",pTron,599,(74% off),3.5,507,Audio,https://www.amazon.in/dp/B0FJ2692F6,neckband
B0G9LHCBB4,"Wireless Earphones for Sony Xperia Ace 2 Original Sports Bluetooth Wireless Earphone with Deep Bass and Neckband Hands-Free Calling inbuilt with Mic,Hands-Free Call/Music(BT105-50)",Wireless,599,(63% off),5.0,1,Audio,https://www.amazon.in/dp/B0G9LHCBB4,neckband
B0DYDN3P53,"Neckband Sig NCB Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass, 10 Mins Charge - 20 Hrs Music.",Neckband,345,(72% off),4.0,1,Audio,https://www.amazon.in/dp/B0DYDN3P53,neckband
B0DZXX6SKP,"Boat Airdopes Plus 311, Glass Design, ENx Tech, Fast Charge, 50 Hrs Battery, Stream Ad Free Music via App Support Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Crimson Red)",Boat,999,(75% off),3.7,6.7K,Audio,https://www.amazon.in/dp/B0DZXX6SKP,neckband
B0GHQ9R95V,Fire-Boltt Newly Launched Aero Drift TWS Earbuds Custom EQ Wireless Bluetooth 5.4 Music & App Support 50H Playtime Battery Display Fast Charging Case 50ms Low Latency Touch Controls Sandstone Beige,Fire-Boltt,999,(89% off),3.8,237,Audio,https://www.amazon.in/dp/B0GHQ9R95V,neckband
B0D25NW6KT,"Noise Airwave Pro Bluetooth in Ear Neckband with Upto 32 dB ANC, 60H of Playtime, Dual Device Pairing, 3 Mic ENC for Calling, Low Latency(Upto 40ms), 13mm Driver (Metallic Beige)",Noise,1299,(68% off),3.6,1.2K,Audio,https://www.amazon.in/dp/B0D25NW6KT,neckband
B0D49ZS9MT,"boAt Airdopes 121 Pro Plus,100H Battery,4Mics ENx,Low Latency,Fast Charge, LED Display, Stream Ad Free Music via App Support, Bluetooth in Ear Earbuds, TWS Ear Buds Wireless Earphones with mic (Black)",boAt,1299,(74% off),3.8,28.3K,Audio,https://www.amazon.in/dp/B0D49ZS9MT,neckband
B097D69GJ1,"Portronics SoundDrum 1 12W TWS Portable Bluetooth Speaker with Powerful Bass, Bluetooth 5.3V, 360° Surround Sound, USB Drive in, Type C Fast Charging(Blue)",Portronics,999,(60% off),4.1,12.7K,Audio,https://www.amazon.in/dp/B097D69GJ1,portable speakers
B07ZZCBQZD,"Zebronics Zeb-Pluto 2.0 Multimedia Speaker with Aux Connectivity,USB Powered and Volume Control",Zebronics,279,(53% off),4.0,5K,Audio,https://www.amazon.in/dp/B07ZZCBQZD,portable speakers
B0CXTP6NQP,"ZEBRONICS Pixie Portable Speaker, 5 Watts, Supports Bluetooth, TWS Function, mSD, Compact Design, Call Function, Carry Loop, Upto 7h Backup (Dark Blue)",ZEBRONICS,599,(40% off),3.6,5.6K,Audio,https://www.amazon.in/dp/B0CXTP6NQP,portable speakers
B0814ZY6FP,"Zebronics ZEB-VITA Wireless Bluetooth 10W Portable Bar Speaker With Supporting USB, SD Card, AUX, FM, TWS & Call Function (Black)",Zebronics,699,(65% off),3.8,15.5K,Audio,https://www.amazon.in/dp/B0814ZY6FP,portable speakers
B09HGSCL9Q,"JBL Flip 6 Wireless Portable Bluetooth Speaker Pro Sound, Upto 12 Hours Playtime, IP67 Water & Dustproof, PartyBoost & Personalization App (Without Mic, Blue)",JBL,7499,(46% off),4.4,41K,Audio,https://www.amazon.in/dp/B09HGSCL9Q,portable speakers
B0CXL4FQBK,"Sony ULT Field 1 Wireless Bluetooth Speaker, 12hrs Playtime, Massive Bass, Hands Free Calling, IP67 Water, Dust & Rustproof, Sound Connect App-Black",Sony,8489,(50% off),4.5,3K,Audio,https://www.amazon.in/dp/B0CXL4FQBK,portable speakers
B0GRV5NGKC,"JBL Compatible Ultra Mini Pro Portable Wireless Bluetooth Speaker with Heavy Metal Electroplating Round Speaker | Wireless Power Button Controlled, Long Battery & Quick Charge Pack of 1 (Multicolor)",JBL,288,(82% off),,,Audio,https://www.amazon.in/dp/B0GRV5NGKC,portable speakers
B0FVG8H8SM,"Portronics 30W Apollo 30 Wireless Bluetooth Portable Speaker with Wireless Karaoke Mic, Echo Control, 5 Hour Playtime, RGB LED Light, Bluetooth V5.4, Easy Grab Handle, USB in, Type C Charging(Black)",Portronics,2199,(27% off),4.1,1.6K,Audio,https://www.amazon.in/dp/B0FVG8H8SM,portable speakers
B09V2W1PRB,"Portronics SoundDrum P 20W Portable Bluetooth Speaker with 6-7 hrs Playback Time, Handsfree Calling, USB Slot, Aux-in Port, Type C Charging (Blue)",Portronics,1999,(50% off),4.2,24.5K,Audio,https://www.amazon.in/dp/B09V2W1PRB,portable speakers
B0D6WD2QSQ,"Bose New SoundLink Flex Portable Bluetooth Speaker (2nd Gen), Portable Outdoor Speaker with Hi-Fi Audio, Up to 12 Hours Battery Life, Waterproof and Dustproof, Black",Bose,13490,(20% off),4.6,10K,Audio,https://www.amazon.in/dp/B0D6WD2QSQ,portable speakers
B0FMNM477H,"Zebronics Portable Bluetooth Speaker, 90W, Upto 6 Hours Playback, Dual Full-Range Drivers, Karaoke, TWS, BT v5.3, USB, AUX, RGB, Deep Bass, Wireless Mic with Display, Type-C Charge (Party Fyre 100)",Zebronics,7999,(50% off),4.0,479,Audio,https://www.amazon.in/dp/B0FMNM477H,portable speakers
B0GHFNK5VV,"Portronics Fynix Mini 20W HD Sound Portable Bluetooth Speaker with Dual Passive Radiator, 360° Surround Sound, Upto 4 Hours, Handsfree Calling, TWS Pairing, Bluetooth 5.3V, Type C Charging(Black)",Portronics,1699,(43% off),3.5,6,Audio,https://www.amazon.in/dp/B0GHFNK5VV,portable speakers
B0DFHGYGM7,"Marshall Emberton III Compact Portable Bluetooth Speaker with 32+ Hours of Playtime, (360° Sound), Dust & Waterproof (IP67) – Cream.",Marshall,15999,(11% off),4.5,660,Audio,https://www.amazon.in/dp/B0DFHGYGM7,portable speakers
B0F8W3T23F,"PHILIPS Audio TAS2400GR Portable Bluetooth Speaker with Stereo Sound, 32W RMS, 2400mAh Rechargeable Battery, BT v5.3 Connectivity, IPX4 Waterproof, Supports TF/USB/BT Modes with Hanging Strap (Green)",PHILIPS,1999,(43% off),4.0,139,Audio,https://www.amazon.in/dp/B0F8W3T23F,portable speakers
B0FVRZZTXQ,"iBELL FM770BT Portable FM Radio with Bluetooth Speaker, AM/FM/SW 3-Band Tuner, USB & Micro TF Slot, MP3 Playback, Rechargeable Battery, Telescopic Antenna – Retro Style (Grey)",iBELL,1539,(33% off),4.4,63,Audio,https://www.amazon.in/dp/B0FVRZZTXQ,portable speakers
B0F4MXYZ34,"ZEBRONICS Clipper, 4 Watts, Wearable Bluetooth Speaker with Mic, Magnetic Clip-On, Upto 20 Hours Playback, Bluetooth v5.3, Carry Loop, Adventure & Travel Companion, Portable Speaker (Black)",ZEBRONICS,799,(47% off),3.9,10.6K,Audio,https://www.amazon.in/dp/B0F4MXYZ34,portable speakers
B09B8XJDW5,"Amazon Echo Dot (5th Gen) | Smart speaker with vibrant sound, Motion Detection, Temperature Sensor, Alexa and Bluetooth| Blue",Amazon,5499,,4.1,12.6K,Audio,https://www.amazon.in/dp/B09B8XJDW5,portable speakers
B0CYBWVGXP,"Marshall Emberton II Compact Portable Bluetooth Speaker with 30+ Hours of Playtime, (360° Sound), Dust & Waterproof (IP67) – Black & Steel.",Marshall,14999,(25% off),4.5,5.4K,Audio,https://www.amazon.in/dp/B0CYBWVGXP,portable speakers
B0CX94G62T,"JBL Clip 5, Wireless Ultra Portable Bluetooth Speaker, Pro Sound, 12hrs of Playtime, Integrated Carabiner, Vibrant Colors with Rugged Fabric Design, Dust & Waterproof, Type C (Without Mic, Black)",JBL,3999,(38% off),4.6,5.4K,Audio,https://www.amazon.in/dp/B0CX94G62T,portable speakers
B07T8JBKTD,"Portronics 5W Pico Mini HD Sound Portable Bluetooth Speaker with in-Built Mic, Strong Lanyard, Upto 4 Hours Playtime, Bluetooth 5.3V, Type C Fast Charging, Light Weight (Blue)",Portronics,699,(30% off),4.2,792,Audio,https://www.amazon.in/dp/B07T8JBKTD,portable speakers
B0FPR75ZQ2,"GOBOULT Newly Launched Bassbox Q20 Bluetooth Speaker 20 Watt BoomX Audio, Up to 8Hrs Playtime, Type-C Charging, AUX/TF Card/USB, BTv 5.3, RGB LED Lights, Portable Speaker(Black)",GOBOULT,1699,(79% off),4.5,37,Audio,https://www.amazon.in/dp/B0FPR75ZQ2,portable speakers
B0D7725FG2,"pTron Newly Launched Fusion Tunes 10W Mini Bluetooth Speaker, Wireless Karaoke Mic, 8Hrs Playtime, Vivid RGB Lights, Voice Effects, Multi-Play Modes BT5.1/TF Card & Type-C Charging (Light Pink)",pTron,899,(72% off),4.0,5.3K,Audio,https://www.amazon.in/dp/B0D7725FG2,portable speakers
B0BNJH8DJP,"Honeywell Moxie V500 10W Portable USB Wired Soundbar, Speaker for PC,Desktop and Laptop with Volume Control and 3.5 mm AUX,2.0 Channel,52mmX2 Drivers,Plug &Play,2 Yrs Maufacuturer Warranty",Honeywell,869,(57% off),4.0,3.8K,Audio,https://www.amazon.in/dp/B0BNJH8DJP,portable speakers
B0GF1JPL8C,"Zebronics Bluetooth Speaker, 60W Output, 8h Playback, 8-inch Driver, RGB Lights, BT v5.4, USB, mSD, AUX, Type-C Charging, Karaoke, Wireless Mic, TWS, Mobile Holder, Remote Control (Sound Feast 880)",Zebronics,5499,(39% off),4.0,479,Audio,https://www.amazon.in/dp/B0GF1JPL8C,portable speakers
B0DMYQ32SC,"JBL Flip 7 Wireless Portable Bluetooth Speaker, Bold Pro Sound with AI Sound Boost, 16Hrs of Playtime, IP68 Water & Dustproof, Multi-Speaker Connection by Auracast, Personalization App (Blue)",JBL,12999,(13% off),4.5,2.3K,Audio,https://www.amazon.in/dp/B0DMYQ32SC,portable speakers
B0DN1WCLXG,"ZEBRONICS AXON 100 Portable Party Bluetooth Speaker, 90W RMS, Quad Drivers + Dual Passive Radiators, IPX5, Upto 6 Hours Playback, Rapid Charging, BT | USB | AUX | TWS, Fabric Finish, RGB, Deep Bass",ZEBRONICS,4999,(62% off),4.0,1K,Audio,https://www.amazon.in/dp/B0DN1WCLXG,portable speakers
B09QMNWPFL,OneAssist 1 Year Extended Warranty Plan for Portable Bluetooth Speakers Between INR 1001-2000 (E-Mail Delivery),OneAssist,129,(55% off),4.1,622,Audio,https://www.amazon.in/dp/B09QMNWPFL,portable speakers
B0FGDJLJ2R,"Portronics 25W Apollo 20 Wireless Bluetooth Portable Speaker with Dual Wireless Karaoke Mic, 5 Hour Playtime, RGB LED Light, Bluetooth V5.4, Easy Grab Handle, USB-A Port, Type C Charging(Black)",Portronics,2599,(26% off),3.5,285,Audio,https://www.amazon.in/dp/B0FGDJLJ2R,portable speakers
B01J3BIWHY,"Ahuja NBA-15 Portable Rechargeable Speaker with 1 No Neckband Microphone, Black, 340GMS",Ahuja,2799,(14% off),4.3,2.3K,Audio,https://www.amazon.in/dp/B01J3BIWHY,portable speakers
B0FBHTGL16,"Marshall Middleton II Bluetooth Portable Bluetooth Speaker, Over 30 Hours Playtime, IP67 Waterproof - Black and Brass",Marshall,31999,,4.5,156,Audio,https://www.amazon.in/dp/B0FBHTGL16,portable speakers
B0FP4RRVPD,"Toreto Jolly+ 10W Portable Bluetooth Speaker with BT v5.3, Up to 6H Playtime, Durable ABS Body, AUX/USB/TF Support, Type-C Charging & Rubber Carry Belt | Multi-Functional Controls (Black)",Toreto,899,(44% off),3.7,13,Audio,https://www.amazon.in/dp/B0FP4RRVPD,portable speakers
B0DWXTGKKM,"GOBOULT Bassbox Q60 Bluetooth Speaker with 60 Watt BoomX Audio, Up to 14Hrs Playtime, Type-C Charging, AUX/TF Card/USB & BT 5.4 Compatible, Dual Radiator, Portable Speaker (Black)",GOBOULT,3999,(73% off),2.7,85,Audio,https://www.amazon.in/dp/B0DWXTGKKM,portable speakers
B0FPG78ZG4,"Toreto Buzz 10W Portable Bluetooth Speaker with Premium Fabric Finish, TWS, BT v5.4, Remote Selfie Control, USB/TF/FM, Type-C Fast Charging | Up to 5H Playtime | BT Calling (Army Green)",Toreto,849,(72% off),4.2,28,Audio,https://www.amazon.in/dp/B0FPG78ZG4,portable speakers
B09QMQV7QQ,OneAssist 1 Year Extended Warranty Plan for Portable Bluetooth Speakers Between INR 2001-3000 (E-Mail Delivery),OneAssist,209,(55% off),4.1,227,Audio,https://www.amazon.in/dp/B09QMQV7QQ,portable speakers
B0G6CZK449,"CrossBeats Jam Box 20W Karaoke mic with Speaker, Portable Bluetooth Party Speaker with Wireless mic, RGB Lights,12H Playtime, Deep Bass, IPX5 Waterproof, USB/SD Card, Home Singing Audio Device(Blue)",CrossBeats,1299,(81% off),3.8,18,Audio,https://www.amazon.in/dp/B0G6CZK449,portable speakers
B0GLPCL1GM,"mini Portable Bluetooth Speaker, White and Turquoise, Wireless Audio Device with Control Buttons (Blue)",mini,339,(66% off),2.6,9,Audio,https://www.amazon.in/dp/B0GLPCL1GM,portable speakers
B0F9PTGHTK,"Bose SoundLink MAX, Portable Outdoor Bluetooth Speaker with Powerful Bass, Waterproof Stereo with Bluetooth and USB-C Connection, Up to 20h Runtime, 3.5mm Aux, Lemon Yellow",Bose,37900,(10% off),4.6,1.4K,Audio,https://www.amazon.in/dp/B0F9PTGHTK,portable speakers
B0G866D8W5,"Portronics 10W Talk Six Can-Shaped Portable Bluetooth Speaker with Dual Wireless Karaoke Mic, Upto 4 Hours Playtime, 360° Degree RGB LED Light, Bluetooth V5.3, USB-A in Port, Type C Charging(Red)",Portronics,1799,(40% off),5.0,1,Audio,https://www.amazon.in/dp/B0G866D8W5,portable speakers
B0F2L6BTSL,"Bose SoundLink Flex (2nd Gen) Portable Wireless Bluetooth Speaker Small Powerful for Outdoor Parties, Up to 12H Runtime, IP67 Waterproof and Dustproof, Lemon Yellow",Bose,13490,(20% off),4.6,10K,Audio,https://www.amazon.in/dp/B0F2L6BTSL,portable speakers
B0FQPGLW89,"GOBOULT Newly Launched Bassbox Q10 Bluetooth Speaker 10 Watt BoomX Audio, Up to 18Hrs Playtime, Type-C Charging, AUX/TF Card/USB & BT 5.4, Dual Radiator, Portable Speaker(Pure Black)",GOBOULT,999,(80% off),3.9,35,Audio,https://www.amazon.in/dp/B0FQPGLW89,portable speakers
B0GFNDSQNG,"GOBOULT Just Launched Partybox X80 with Dynamic RGB LED Panel, 80W Bluetooth Speaker, Karaoke Mic Input, 5H Playtime Portable Speaker, Bass & Treble Control, USB &AUX Compatibility with Fast Charging",GOBOULT,6499,(68% off),4.0,46,Audio,https://www.amazon.in/dp/B0GFNDSQNG,portable speakers
B0D9Y1T6YT,"Tribit StormBox Blast 2 Bluetooth Speaker, 200W Portable Speaker with Subwoofer, XBass, LED Lights, Bluetooth 5.4, IP67, Custom EQ, 30H Playtime, Karaoke Function - Perfect for Outdoor Party/Garden",Tribit,25999,(13% off),4.6,482,Audio,https://www.amazon.in/dp/B0D9Y1T6YT,portable speakers
B0CQR5XMYB,"Edifier MP230 Portable Bluetooth Speaker, Wireless Speaker with Stereo Sound for Outdoor Travel, 9-Hour Playtime, Supports USB Soundcard/Micro SD, 20W RMS - White",Edifier,8990,(25% off),4.4,161,Audio,https://www.amazon.in/dp/B0CQR5XMYB,portable speakers
B0788QQ9KW,SMILEDRIVE® Portable Wireless Conference Speakerphone with Mute Feature|Loud Voice|Noise Reduction|360°Pickup Upto 20ft|360°Omnidirectional Mic|Bluetooth/USB Dual Connection|Audio/Video/Online Calls,SMILEDRIVE®,4299,(14% off),3.9,443,Audio,https://www.amazon.in/dp/B0788QQ9KW,portable speakers
B0F38HVZF3,"Fire turtle Vintage Bluetooth Wireless Speaker | 10W RMS Loud Sound | Retro Design with Type-C Charging, 8H Battery Backup, USB & AUX Input, Portable Home & Outdoor Speaker",Fire,530,(73% off),4.0,146,Audio,https://www.amazon.in/dp/B0F38HVZF3,portable speakers
B0DB29X1YX,"ZEBRONICS Igloo 1, 2.0 USB Computer Speakers, 8 Watts, Multicolor LED, USB Powered, AUX, Volume Control Pod for PC, Laptops, Desktop, Black",ZEBRONICS,449,(44% off),4.0,2.2K,Audio,https://www.amazon.in/dp/B0DB29X1YX,portable speakers
B0DWXXHXVS,"GOBOULT Newly Launched Bassbox Q30 Bluetooth Speaker with 30 Watt BoomX Audio,16Hrs Playtime, Type-C Charging, AUX/TF Card/USB & Bluetooth 5.4, Dual Radiator, Portable Speaker (Grey)",GOBOULT,2999,(70% off),3.3,39,Audio,https://www.amazon.in/dp/B0DWXXHXVS,portable speakers
B089YT36ZY,SONY SRS-XB33 B [Wireless Portable Speaker Bluetooth Compatible Black] Shipped from Japan,SONY,50580,(7% off),4.5,807,Audio,https://www.amazon.in/dp/B089YT36ZY,portable speakers
B0G654GRSK,"Toreto Neo Mini Portable Bluetooth Speaker 6W | RGB Lights | 5H Playtime | TWS, USB & TF Card Support | Type-C Charging | Built-in Handle | BIS Certified (Black)",Toreto,729,(64% off),4.7,19,Audio,https://www.amazon.in/dp/B0G654GRSK,portable speakers
B0DPJ4WBN4,"ZEBRONICS PROTONE ONE, Portable Bluetooth Speaker, 120W, 8h Playback, Wireless UHF MIC with Display & Controls, Karaoke, Recorder, Carry Strap, BT v5.0 | TWS | USB | mSD | AUX | 6.3mm Guitar & MIC",ZEBRONICS,8999,(76% off),3.5,19,Audio,https://www.amazon.in/dp/B0DPJ4WBN4,portable speakers
B0D44ZGFQM,"Sonodyne Antara 40 W Wireless Portable Bluetooth Speaker with True Stereo Sound, Upto 12 Hours Battery, Type-C Charging, IP65 Water & Dust Resistant (White)",Sonodyne,11999,(20% off),3.8,36,Audio,https://www.amazon.in/dp/B0D44ZGFQM,portable speakers
B0CJ4Z89GK,"Soundcore by Anker Glow Portable Speaker with 30W 360° Sound, Synchronized Radiant Light, 18H Playback, Customizable Eq and Light Show, and Ip67 Waterproof - Black, Bluetooth",Soundcore,4999,(62% off),4.5,1K,Audio,https://www.amazon.in/dp/B0CJ4Z89GK,portable speakers
B0GL7S8XTF,"Mini Bluetooth Wireless Speaker ADK-887 | Portable Metal Speaker with FM, AUX, USB & SD Support (Multicolor)",Mini,299,(63% off),,,Audio,https://www.amazon.in/dp/B0GL7S8XTF,portable speakers
B0FWCF4H1X,"2026 Upgrade Wearable Bluetooth 5.4 Speaker, IPX7 Waterproof Clip-on Wireless Mini Portable Speakers, Built-in Mic, Hands-Free Music/Calls for Work/Cycling/Home/Party/Outdoor(White)",2026,3555,(53% off),5.0,1,Audio,https://www.amazon.in/dp/B0FWCF4H1X,portable speakers
B0FDGBX925,"Mini Bluetooth Speaker, Smart Wireless Portable Speaker with Touchscreen, Loud HD Sound, LED Lights, BT5.4, All In One Small Audio for Home/Outdoor/Travel/Shower/Party/Beach/Camping/Hiking/Cycling",Mini,5550,(52% off),4.0,87,Audio,https://www.amazon.in/dp/B0FDGBX925,portable speakers
B06X15NDTV,Jabra Speak 510 MS USB & Bluetooth Conference Speakerphone | Microsoft Teams & Skype Certified | Portable Speakerphone for Meetings | 360° Omni-Directional Mic | Crystal Clear HD Audio,Jabra,15499,(23% off),4.4,2.5K,Audio,https://www.amazon.in/dp/B06X15NDTV,portable speakers
B0F9NZYSZN,Lenyes S875 Bluetooth Speaker | 40W Portable Speaker | IPX6 Waterproof | RGB Lights | TWS Pairing | Power Bank | AUX/USB/TF Support | Bluetooth 5.3 | 10H Playtime Audio App Compatible (Beige),Lenyes,6299,(48% off),4.1,5,Audio,https://www.amazon.in/dp/B0F9NZYSZN,portable speakers
B07YBPHBTR,"JBL Professional EON ONE Compact - All-in-One Battery-Powered Portable PA with Professional-Grade PA Mixer, USB Connection, Black",JBL,39999,(49% off),4.3,575,Audio,https://www.amazon.in/dp/B07YBPHBTR,portable speakers
B0DTRRS558,"Intex IT-120 2.0 Channel Desktop Speaker with 10W Powerful Sound, USB Powered, 3.5mm Jack, in-Line Volume Control, Loud & Compact Design, Portable for Laptop, Computer, Mobile – Grey",Intex,602,(60% off),3.9,210,Audio,https://www.amazon.in/dp/B0DTRRS558,portable speakers
B0DXKZK8DW,"ULTIMATE EARS EVERBOOM Wireless Bluetooth Portable Speaker, Big Bass and Immersive 360-Degree Sound, Floatable Waterproof Speaker IP67, up to 20-Hour Battery and 180 ft (55 m) Range - Black",ULTIMATE,16078,(33% off),4.2,9,Audio,https://www.amazon.in/dp/B0DXKZK8DW,portable speakers
B0GGC4N36G,"Fire turtle 15W Portable Wireless Soundbar Speaker with Karaoke Mic, Bluetooth 5.3, Deep Bass, 5H Playtime, USB AUX TF Card Support, Type-C Charging, Carry Handle, Loud Speaker for Party & Home",Fire,999,(50% off),1.0,1,Audio,https://www.amazon.in/dp/B0GGC4N36G,portable speakers
B0FRM92HY2,"Toreto Magnobeat | 6W Magnetic Mini Bluetooth Speaker with TWS, MagSafe Compatibility, BT v5.3, Up to 4H Playtime, 800mAh Battery, Multi-Functional Controls | Portable Wireless Speaker (Lavender)",Toreto,949,(62% off),4.0,6,Audio,https://www.amazon.in/dp/B0FRM92HY2,portable speakers
