asin,product_title,brand,price,discount_percent,rating,review_count,category,product_link,search_term,value_score,device_type,is_wired,has_mic,cluster,segment
B0G2SNSM6D,bluetooth earphones for oneplus 10r prime blue edition earphones original like wireless bluetooth neckband inear headphones headset with mic deep bass sports earbuds 15 hours jo32,bluetooth,6.214608098422191,69.0,2.2,2.3978952727983707,audio,https://www.amazon.in/dp/B0G2SNSM6D,neckband,0.0044088176352705,earbuds,0,1,3,Low Rated
B0FZM2N5S8,tryto tml 505 groove air neckband 35 hours playtime type c fast charging bt v52 10mm drivers with copper rings crystal clear sound ipx5 water  sweat resistant black,tryto,5.3981627015177525,89.0,3.2,2.1972245773362196,audio,https://www.amazon.in/dp/B0FZM2N5S8,neckband,0.0145454545454545,neckband,0,0,3,Low Rated
B0D3HWJ8LB,realme buds wireless 3 neo in ear bluetooth neckband with 134 mm dynamic bass boost driverupto 32 hours playbackfast chargeai enc45ms low latencyip55 dustwater resistanntbluetooth v 54 black,realme,7.3758821482150125,36.0,4.2,10.102379394048045,audio,https://www.amazon.in/dp/B0D3HWJ8LB,neckband,0.0026315789473684,earbuds,0,0,1,Popular
B0G39T9NW4,lava probuds wave 931 wireless anc neckband lavender purple  30db anc  13mm drivers  40h playtime  fast charge  enc mic  dual device connectivity,lava,7.170119543449628,63.0,3.9,4.007333185232471,audio,https://www.amazon.in/dp/B0G39T9NW4,neckband,0.0030023094688221,earbuds,0,1,0,High Rated
B0DQPT53HQ,bouncefit sonic 144 bluetooth wireless neckband 35 hours continuous playback battery fast charge ipx7 low latency active noise cancellation earbuds with mic earphones blue,bouncefit,5.849324779946859,88.0,4.0,7.00397413672268,audio,https://www.amazon.in/dp/B0DQPT53HQ,neckband,0.0115606936416184,earbuds,0,1,1,Popular
B0FBRHCR6C,oneplus bullets wireless z3 inear neckband with 124mm drivers 3d spatial audio10 mins charge for 27 hrs playback 4 eq preset dynamic bass enhancement  bt54,oneplus,7.438383530044307,15.0,4.1,12.301387370778713,audio,https://www.amazon.in/dp/B0FBRHCR6C,neckband,0.0024131842260153,neckband,0,0,1,Popular
B0FL2S2LD7,boat rockerz trinity gen 2 150hrs playback hires audio with ldac dual eqs hifi dsp 5enx tech dual pair beast mode asap chargeipx5 bluetooth neckband wireless with mic earphones black,boat,7.27931883541462,56.0,3.1,2.9444389791664403,audio,https://www.amazon.in/dp/B0FL2S2LD7,neckband,0.0021394064872325,neckband,0,1,3,Low Rated
B09PHD8CSJ,bluetooth neckband headphones dpvisn foldable wireless lightweight neck headset with retractable earbuds noise cancelling sweatproof stereo earphones with mic  carrying case black,bluetooth,8.37424387475631,0.0,4.0,6.620073206530356,audio,https://www.amazon.in/dp/B09PHD8CSJ,neckband,0.0009231500649666,earbuds,0,1,2,Premium
B0GJPGG7FH,tryto tml 525 groove air neckband 35 hours playtime type c fast charging bt v52 10mm drivers with copper rings crystal clear sound ipx5 water  sweat resistant black,tryto,5.442417710521793,88.0,4.0,0.0,audio,https://www.amazon.in/dp/B0GJPGG7FH,neckband,0.017391304347826,neckband,0,0,0,High Rated
B0G6WHPZPZ,romeo wireless in ear neckband with up to 60 hrs playtime dual device pairing enx tech asap charging btv53ipx5typec interface  magnetic power buds neckheads1,romeo,5.991464547107982,80.0,4.0,1.6094379124341003,audio,https://www.amazon.in/dp/B0G6WHPZPZ,neckband,0.0100250626566416,earbuds,0,0,0,High Rated
B0D1XKZQ37,amazon basics inear wireless neckband with mic up to 65 hours play time 800 mah battery bluetooth 50 voice assistance noise cancellation ipx4 waterresistance magnetic earbuds blue,amazon,6.977281341630747,51.0,2.6,6.739336627357174,audio,https://www.amazon.in/dp/B0D1XKZQ37,neckband,0.0024276377217553,earbuds,0,1,3,Low Rated
